Date,Location,Deaths,Injuries,Total,Description
5/3/1967,"Northlake, Illinois",1,1,2,"18-year-old dropout Michael Pisarski killed his former girlfriend, 17-year-old Christine Mitchell, inside West Leyden High School. The school's athletic director was wounded.[152] Pisarski was sentenced to a minimum of 35 years to a maximum of 60 years in prison, with 4–5 years to be served concurrently for the aggravated battery of the athletic director.[153][154]"
1/30/1968,"Allapattah, Florida",1,0,1,"16-year-old Blanche Ward killed fellow student 16-year-old Linda Lipscomb at Miami Jackson High School. According to Ward, she was threatened with a razor by Lipscomb during an argument over a fountain pen, and in the ensuing struggle, her gun went off.[155] Ward pled guilty to manslaughter and was sentenced to eight years in prison.[156]"
3/25/1968,"High Point, North Carolina",1,0,1,15-year-old David Lee Walker was killed just outside Central High School by 15-year-old Gerald Locklear.[157] Locklear was tried as an adult and was sentenced to 30 years in prison but was released after serving only 11.[158]
5/22/1968,"Brownsville, Florida",0,2,2,"Ernest Lee Grissom, a 15-year-old student at Drew Junior High School, seriously wounded a teacher and a 13-year-old student after he had been reprimanded for behavior.[159]"
9/28/1968,"Canaryville, Illinois",0,1,1,"At Tilden High School, a violent clash between black and white students occurred when black students walked out of classes after a school pep rally was cancelled. Black and white members of neighborhood street gangs gathered in front of the school and began fighting; which resulted in a 16-year-old white student being shot.[160]"
1/17/1969,"Westwood, California",2,0,2,"Alprentice Carter and John Huggins, two student members of the Black Panther Party, were fatally shot during a student meeting inside Campbell Hall at the University of California, Los Angeles. Reportedly there was disagreement over who would control the school's African American Studies Center. The shooter, Claude Hubert, was never found; three other men were later arrested in connection with the shooting.[161]"
1/23/1969,"Washington, D.C.",1,0,1,45-year-old Cardozo Senior High School assistant principal Herman Clifford was killed in the school's hallway by 18-year-old Ronald Joyner while trying to stop him and two other youths who had robbed the school's bank.[162]
4/25/1969,"Canaryville, Illinois",0,1,1,A 17-year-old student was shot when a racially motivated brawl erupted involving white and black students at Tilden High School. The brawl began in the school's auditorium and continued outside the school building. Eight Chicago police officers were injured and six students were charged with disorderly conduct in the incident.[163]
5/13/1969,"Winston-Salem, North Carolina",1,0,1,"13-year-old Ernest Napoleon Carter Jr. was accidentally killed by a 13-year-old classmate at Hanes Junior High School who was armed with a pistol. The shooter was charged with involuntary manslaughter. Carter's mother filed a lawsuit against the Winston-Salem/Forsyth County Board of Education for $50,000 in damages.[164]"
11/19/1969,"Tomah, Wisconsin",1,0,1,"46-year-old Martin Mogensen, principal of Tomah Junior High School, was killed in his office by a 14-year-old boy.[165] the student was determined to be in diminished capacity at the time of the shooting and was put into the Mendota State Hospital instead of being sent to jail and was released from the hospital in 1972.[166]"
1/5/1970,"Washington, D.C.",1,1,2,15-year-old Tyrone Perry was killed at Hine Junior High School and another student was injured.[167]
2/11/1970,"Philadelphia, Pennsylvania",2,1,3,"University of Pennsylvania professors 40-year-old Walter Koppelman and 45-year-old Oscar Goldman were shot by 33-year-old disgruntled graduate student Robert Cantor during a seminar. Cantor then took his own life. Koppelman died March 5 from his injuries, but Goldman recovered.[168]"
4/15/1970,"Pine Bluff, Arkansas",1,5,6,There was a shooting at Coleman High School resulting in five injuries and one death.[169]
4/23/1970,"Wilmington, Delaware",1,0,1,"A PS duPont High School 17-year-old football player Derek A. Johnson was shot and killed by teammate 16-year-old Carlton E. Thornton, who had confronted him in an effort to stop the bullying against his siblings. Thornton was sentenced to 10 years in prison but was released on probation after serving seven years.[170]"
10/5/1970,"Pontiac, Michigan",0,4,4,"Outside of Pontiac Central High School four students were wounded after a fight broke out among many students and one of the students drew a pistol and fired, no perpetrators had been identified.[171][172][173]"
11/20/1970,"Roseland, Illinois",0,2,2,Two students were shot while standing in a second-floor hallway of Harlan High School. Fifteen-year-old Kenneth House was shot in the lower left abdomen and left in serious condition. 14-year-old Portia Walls suffered a superficial wound on her lower back. The incident was thought to have involved gang recruiting in the school.[174]
2/2/1971,"Philadelphia, Pennsylvania",1,0,1,56-year-old teacher Samson L. Freedman was killed by 14-year-old student Kevin Simmons as he left Morris E. Leeds School. Freedman had suspended Simmons earlier in the day for cursing in the hallway.[175]
5/27/1971,"Benton Harbor, Michigan",0,1,1,"At Benton Harbor High School, A 16-year-old male student was shot and injured due to a feud between students.[176][177][178]"
11/11/1971,"Spokane, Washington",2,4,6,"21-year-old former MIT student Larry J. Harmon, armed with a rifle, killed 68-year-old caretaker Hilary Kunzon, who came upon him wrecking St. Aloysius Roman Catholic Church, then fled onto the campus of Gonzaga University, where he wounded four more people before he was shot and killed by police. Harmon was described by his father as a religious fanatic claiming to have visions.[179]"
1/24/1972,"Stow, Ohio",0,1,1,A 16-year-old student at Stow High School shot and wounded his chemistry teacher during an argument.[180]
2/14/1972,"Chicago, Illinois",1,0,1,[181][182]
3/13/1972,"Tulare, California",0,1,1,"At Tulare Western High School, student Albert Greenwood Brown brought a gun to school which he accidentally fired and grazed another student in the head.[183][184][185]"
5/4/1972,"Reno, Nevada",1,0,1,"On May 4, 1972, 33-year-old Libby Booth Elementary school principal Virgil Ouren was shot three times with a 22-caliber pistol which killed him instantly. The shooter, sixth grade teacher 53-year-old Samuel Grinstead Knipmeyer fled to Mexico, then moved to California and finally to Bend, Oregon where he was arrested on October 26, 1977.[186][187]"
5/5/1972,"Indianapolis, Indiana",1,0,1,At Decatur Central High School sophomore student George Jenkins was shot to death in his classroom by his sister Mickey who was a senior student.[188][189][190]
9/15/1972,"Saginaw, Michigan",0,2,2,"At Saginaw High School, A 17-year-old male student shot two other 17-year-old male students at in the school hallway due to a longstanding argument between two of the students, the third student was an innocent bystander.[191][192][193]"
11/16/1972,"Baton Rouge, Louisiana",2,0,2,"At Southern University during a peaceful protest, two African American students were shot and killed by white sheriffs deputies. The deputies who fired the shots were never identified.[194][195][196][197]"
11/11/1972,"Pontiac, Michigan",0,5,5,"At Pontiac Central High School five students were wounded, one seriously when a crowd of students gathered around a 16-year-old white student who was being kicked and beaten up by black students when 16-year-old Roderick Bortón, another student pushed through the crowd and opened fire with a 22-caliber pistol, the fight and shooting were believed to be racially motivated.[171][198]"
2/26/1973,"Richmond, Virginia",1,0,1,17-year-old Wayne Phillips was killed when he was caught between two youths who were fighting in the hallway of Armstrong High School.[199]
11/6/1973,"Oakland, California",1,1,2,"School superintendent Marcus Foster was killed and his assistant Robert Blackburn was wounded when members of the Symbionese Liberation Army opened fire on them as they exited a school board meeting. Two members of the SLA were later arrested and convicted of the crime. Both were sentenced to life in prison without the possibility of parole. The SLA had reportedly believed that Foster supported a measure to install police on school grounds and make students carry identification cards. In reality, Foster opposed both measures.[200]"
1/17/1974,"Auburn Gresham, Illinois",1,3,4,"52-year-old elementary school principal Rudolph Jezek Jr. was killed in his office by 14-year-old Steven Guy, a former student. Assistant principal Gordon Sharp and janitor Ezekiel Thomas were injured by gunshot wounds while 29-year-old 8th grade teacher Peter Smith was injured while escaping due to falling down a flight of stiars. Guy said to be angry about being transferred to a social adjustment center.[201]"
3/22/1974,"Brownstown, Indiana",1,0,1,"48-year-old James T. Blevins, athletic director at Brownstown Central High School, was fatally shot in the school parking lot by David L Fleetwood, a 17-year-old student waiting for him. He gave the police no motive.[202] Fleetwood was convicted of voluntary manslaughter and sentenced to 2 to 21 years in prison.[203]"
10/4/1974,"Kent, Ohio",0,1,1,"19-year-old McKeesport, Pennsylvania student Ray D. Gilmore was wounded in a scuffle with two men in his third-floor campus dormitory room. 26-year-old Benjamin F. Goodman and 22-year-old Carl Bell, who were not students, had their .32-caliber pistols taken and were wrestled to the floor by other students.[204]"
12/30/1974,"Olean, New York",3,11,14,"1974 Olean High School shooting: During a two-and-a-half-hour siege, 17-year-old honor student Anthony Barbaro, the best marksman on his rifle team, killed three adults, one pregnant, in and around his high school and wounded 11 others.[205][206] He shot from the windows at the street and neighborhood. The school was closed for the Christmas holiday.[207] Barbaro committed suicide in prison before he could stand trial."
2/18/1975,"Poughkeepsie, New York",1,0,1,"Marist College freshman Shelley Sperling was shot and killed in the dining hall by her ex-boyfriend, Louis Acevedo.[208]"
2/24/1975,"Penns Grove, New Jersey",1,1,2,24-year-old David Gary killed the 33-year-old Reverend Thomas Quinlan inside a classroom at St. James School. Quinlan was the school's principal. A teacher was also wounded.[209] Gary was sentenced to life in prison for the crime.[210]
3/18/1975,"St. Louis, Missouri",1,0,1,"16-year-old Stephen Goods, a bystander, was killed during a fight between other teens. Three youths were convicted for the homicide.[206]"
